

"3008";"2014-03-01 04:50:55.311905";"Rime started with address 192.11"
"3008";"2014-03-01 04:50:55.312275";"Rime started with address 192.11"
"3001";"2014-03-01 04:50:55.362022";"Rime started with address 185.11"
"3001";"2014-03-01 04:50:55.362166";"Rime started with address 185.11"
"3001";"2014-03-01 04:50:55.462235";"MAC b9:0b:00:00:00:00:00:00 Contiki 2.6 started. Node id is set to 3001."
"3001";"2014-03-01 04:50:55.462380";"MAC b9:0b:00:00:00:00:00:00 Contiki 2.6 started. Node id is set to 3001."
"3001";"2014-03-01 04:50:55.662662";"CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26"
"3001";"2014-03-01 04:50:55.662806";"CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26"
"3001";"2014-03-01 04:50:55.662973";"Starting 'main'"
"3001";"2014-03-01 04:50:55.663114";"Starting 'main'"
"3001";"2014-03-01 04:50:55.663257";"my_id=3001"
"3001";"2014-03-01 04:50:55.663397";"my_id=3001"
"3009";"2014-03-01 04:50:55.813020";"Rime started with address 193.11"
"3009";"2014-03-01 04:50:55.813163";"Rime started with address 193.11"
"3003";"2014-03-01 04:50:55.963352";"Rime started with address 187.11"
"3003";"2014-03-01 04:50:55.963506";"Rime started with address 187.11"
"3009";"2014-03-01 04:50:56.013470";"MAC c1:0b:00:00:00:00:00:00 Contiki 2.6 started. Node id is set to 3009."
"3009";"2014-03-01 04:50:56.013617";"MAC c1:0b:00:00:00:00:00:00 Contiki 2.6 started. Node id is set to 3009."
"3009";"2014-03-01 04:50:56.213976";"CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26"
"3009";"2014-03-01 04:50:56.214121";"CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26"
"3003";"2014-03-01 04:50:56.264076";"MAC bb:0b:00:00:00:00:00:00 Contiki 2.6 started. Node id is set to 3003."
"3003";"2014-03-01 04:50:56.264220";"MAC bb:0b:00:00:00:00:00:00 Contiki 2.6 started. Node id is set to 3003."
"3009";"2014-03-01 04:50:56.314200";"Starting 'main'"
"3009";"2014-03-01 04:50:56.314330";"Starting 'main'"
"3009";"2014-03-01 04:50:56.314479";"my_id=3009"
"3009";"2014-03-01 04:50:56.314619";"my_id=3009"
"3008";"2014-03-01 04:50:56.464479";"MAC c0:0b:00:00:00:00:00:00 Contiki 2.6 started. Node id is set to 3008."
"3008";"2014-03-01 04:50:56.464590";"MAC c0:0b:00:00:00:00:00:00 Contiki 2.6 started. Node id is set to 3008."
"3003";"2014-03-01 04:50:56.514619";"CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26"
"3003";"2014-03-01 04:50:56.514762";"CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26"
"3003";"2014-03-01 04:50:56.514905";"Starting 'main'"
"3003";"2014-03-01 04:50:56.515046";"Starting 'main'"
"3003";"2014-03-01 04:50:56.515188";"my_id=3003"
"3003";"2014-03-01 04:50:56.515328";"my_id=3003"
"3008";"2014-03-01 04:50:56.614862";"CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26"
"3008";"2014-03-01 04:50:56.615006";"CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26"
"3008";"2014-03-01 04:50:56.615148";"Starting 'main'"
"3008";"2014-03-01 04:50:56.615286";"Starting 'main'"
"3008";"2014-03-01 04:50:56.615427";"my_id=3008"
"3008";"2014-03-01 04:50:56.615565";"my_id=3008"
"3002";"2014-03-01 04:50:56.915573";"Rime started with address 186.11"
"3002";"2014-03-01 04:50:56.915715";"Rime started with address 186.11"
