

 18:15:44 49.7
 18:15:49 49.34
 18:15:54 48.93
 18:15:59 49.44
 18:16:04 48.93
 18:16:09 48.70
 18:16:14 49.38
 18:16:19 48.74
 18:16:24 49.38
 18:16:29 49.11
 18:16:34 49.13
 18:16:39 48.92
 18:16:44 49.22
 18:16:49 49.34
 18:16:54 49.11
 18:16:59 48.95
 18:17:04 49.28
 18:17:09 49.17
 18:17:14 49.3
 18:17:19 49.15
 18:17:24 48.93
 18:17:29 49.5
 18:17:34 49.38
 18:17:39 48.95
 18:17:44 48.92
 18:17:49 49.7
 18:17:54 48.90
 18:17:59 48.90
 18:18:04 49.24
 18:18:09 49.28
 18:18:14 49.13
 18:18:19 48.68
 18:18:24 49.26
 18:18:29 48.99
 18:18:34 48.63
 18:18:39 48.57
 18:18:44 49.38
 18:18:49 49.9
 18:18:54 49.7
 18:18:59 48.82
 18:19:04 49.22
 18:19:09 49.20
 18:19:14 49.40
 18:19:19 48.90
 18:19:24 49.15
 18:19:29 49.26
 18:19:34 49.30
 18:19:39 48.80
 18:19:44 49.3
 18:19:49 49.17
 18:19:54 49.7
 18:19:59 49.28
 18:20:04 48.93
 18:20:09 49.15
 18:20:14 49.11
 18:20:19 49.36
 18:20:24 49.19
 18:20:29 48.76
 18:20:34 48.97
 18:20:39 48.99
 18:20:44 48.99
 18:20:49 48.88
 18:20:54 48.86
 18:20:59 49.22
 18:21:04 49.11
 18:21:09 49.9
 18:21:14 49.11
 18:21:19 49.5
 18:21:24 49.30
 18:21:29 49.36
 18:21:34 49.3
 18:21:39 49.19
 18:21:44 48.66
 18:21:49 49.38
 18:21:54 49.19
 18:21:59 49.19
 18:22:04 48.93
 18:22:09 49.15
 18:22:14 49.7
 18:22:19 49.22
 18:22:24 48.90
 18:22:29 49.17
 18:22:34 48.72
 18:22:39 48.97
 18:22:44 48.93
 18:22:49 48.92
 18:22:54 48.99
 18:22:59 49.13
 18:23:04 49.24
 18:23:09 49.44
 18:23:14 48.72
 18:23:19 49.19
 18:23:24 48.90
 18:23:29 49.7
 18:23:34 49.1
 18:23:39 49.38
 18:23:44 48.70
 18:23:49 48.99
 18:23:54 48.88
 18:23:59 49.22
 18:24:04 49.22
 18:24:09 48.90
 18:24:14 49.11
 18:24:19 49.11
 18:24:24 48.90
 18:24:29 48.63
 18:24:34 49.13
 18:24:39 48.66
 18:24:44 49.15
 18:24:49 49.11
 18:24:54 49.13
 18:24:59 49.17
 18:25:04 49.20
 18:25:09 49.3
 18:25:14 48.61
 18:25:19 48.93
 18:25:24 48.88
 18:25:29 48.76
 18:25:34 48.76
 18:25:39 49.30
 18:25:44 48.84
 18:25:49 49.40
 18:25:54 49.28
 18:25:59 49.5
 18:26:04 49.38
 18:26:09 48.68
 18:26:14 48.99
 18:26:19 49.1
 18:26:24 49.13
 18:26:29 48.95
 18:26:34 49.38
 18:26:39 49.30
 18:26:44 49.17
 18:26:49 49.13
 18:26:54 48.61
 18:26:59 49.30
 18:27:04 49.13
 18:27:09 49.30
 18:27:14 48.65
 18:27:19 48.97
 18:27:24 48.84
 18:27:29 49.13
 18:27:34 49.32
 18:27:39 49.11
 18:27:44 48.57
 18:27:49 49.5
 18:27:54 49.13
 18:27:59 48.78
 18:28:04 48.90
 18:28:09 49.11
 18:28:14 49.7
 18:28:19 49.5
 18:28:24 48.95
 18:28:29 48.99
 18:28:34 49.1
 18:28:39 48.95
 18:28:44 48.76
 18:28:49 48.97
 18:28:54 48.92
 18:28:59 48.76
 18:29:04 49.28
 18:29:09 49.11
 18:29:14 49.7
 18:29:19 49.15
 18:29:24 49.26
 18:29:29 49.5
 18:29:34 49.20
 18:29:39 48.65
 18:29:44 49.30
 18:29:49 49.9
 18:29:54 48.93
 18:29:59 48.84
 18:30:04 49.28
 18:30:09 48.86
 18:30:14 48.88
 18:30:19 49.22
 18:30:24 48.95
 18:30:29 48.99
 18:30:34 49.47
 18:30:39 49.40
 18:30:44 49.38
 18:30:49 49.7
 18:30:54 49.34
 18:30:59 48.90
 18:31:04 48.95
 18:31:09 48.99
 18:31:14 48.76
 18:31:19 48.76
 18:31:24 49.15
 18:31:29 49.3
 18:31:34 48.65
 18:31:39 49.22
 18:31:44 48.88
 18:31:49 48.86
 18:31:54 49.28
 18:31:59 48.95
 18:32:04 49.9
 18:32:09 48.92
 18:32:14 49.5
 18:32:19 48.92
 18:32:24 48.97
 18:32:29 49.22
 18:32:34 49.20
 18:32:39 49.7
 18:32:44 49.26
 18:32:49 48.99
 18:32:54 49.5
 18:32:59 49.36
 18:33:04 48.88
 18:33:09 48.99
 18:33:14 49.30
 18:33:19 48.88
 18:33:24 49.42
 18:33:29 49.5
 18:33:34 49.1
 18:33:39 48.99
 18:33:44 49.7
 18:33:49 48.93
 18:33:54 48.97
 18:33:59 49.38
 18:34:04 48.97
 18:34:09 48.99
 18:34:14 48.99
 18:34:19 48.82
 18:34:24 49.36
 18:34:29 49.17
 18:34:34 48.92
 18:34:39 49.38
 18:34:44 49.32
 18:34:49 49.38
 18:34:54 48.92
 18:34:59 48.95
 18:35:04 48.65
 18:35:09 49.9
 18:35:14 48.59
 18:35:19 49.38
 18:35:24 49.15
 18:35:29 48.68
 18:35:34 48.84
 18:35:39 49.5
 18:35:44 49.9
 18:35:49 49.3
 18:35:54 48.93
 18:35:59 49.20
 18:36:04 48.88
 18:36:09 49.20
 18:36:14 48.90
 18:36:19 49.28
 18:36:24 48.99
 18:36:29 49.7
 18:36:34 49.17
 18:36:39 49.22
 18:36:44 48.97
 18:36:49 48.84
 18:36:54 48.92
 18:36:59 48.90
 18:37:04 48.99
 18:37:09 49.30
 18:37:14 48.95
 18:37:19 49.30
 18:37:24 49.30
 18:37:29 49.22
 18:37:34 48.93
 18:37:39 49.38
 18:37:44 49.9
 18:37:49 49.28
 18:37:54 49.24
 18:37:59 49.7
 18:38:04 48.63
 18:38:09 49.1
 18:38:14 49.13
 18:38:19 48.63
 18:38:24 48.95
 18:38:29 48.82
 18:38:34 49.38
 18:38:39 49.11
 18:38:44 49.3
 18:38:49 49.19
 18:38:54 49.28
 18:38:59 49.3
 18:39:04 49.15
 18:39:09 49.5
 18:39:14 48.99
 18:39:19 48.59
 18:39:24 49.11
 18:39:29 48.92
 18:39:34 49.36
 18:39:39 48.72
 18:39:44 48.86
 18:39:49 48.86
 18:39:54 49.40
 18:39:59 48.76
 18:40:04 48.86
 18:40:09 49.11
 18:40:14 49.38
 18:40:19 48.95
 18:40:24 48.84
 18:40:29 49.28
 18:40:34 48.74
 18:40:39 49.36
 18:40:44 49.17
 18:40:49 49.19
 18:40:54 48.97
 18:40:59 48.92
 18:41:04 49.40
 18:41:09 49.26
 18:41:14 48.84
 18:41:19 49.38
 18:41:24 49.13
 18:41:29 48.61
 18:41:34 49.26
 18:41:39 48.68
 18:41:44 48.72
 18:41:49 48.99
 18:41:54 48.84
 18:41:59 49.19
 18:42:04 48.82
 18:42:09 49.38
 18:42:14 49.22
 18:42:19 49.38
 18:42:24 49.11
 18:42:29 49.11
 18:42:34 48.92
 18:42:39 49.36
 18:42:44 48.99
 18:42:49 49.9
 18:42:54 49.40
 18:42:59 49.3
 18:43:04 49.13
 18:43:09 49.3
 18:43:14 48.97
 18:43:19 49.42
 18:43:24 49.15
 18:43:29 49.3
 18:43:34 49.7
 18:43:39 49.3
 18:43:44 49.28
 18:43:49 49.38
 18:43:54 49.40
 18:43:59 48.93
 18:44:04 48.88
 18:44:09 48.86
 18:44:14 48.86
 18:44:19 48.80
 18:44:24 48.95
 18:44:29 49.1
 18:44:34 49.20
 18:44:39 48.95
 18:44:44 49.7
 18:44:49 49.5
 18:44:54 48.82
 18:44:59 48.90
 18:45:04 48.95
 18:45:09 49.1
 18:45:14 49.17
 18:45:19 49.22
 18:45:24 49.1
 18:45:28 48.80
 18:45:34 49.30
 18:45:39 49.15
 18:45:43 49.9
 18:45:49 49.20
 18:45:54 49.22
 18:45:59 48.97
 18:46:04 48.92
 18:46:09 49.11
 18:46:13 49.7
 18:46:19 48.65
 18:46:24 49.30
 18:46:29 49.19
 18:46:34 49.15
